index,id,title_len,type,description ,release_year,runtime,imdb_score,theme,actor,movies_shows_by_year 
2688,492277,7,Movie,"Through the lens of faiths and cultures in seven provinces in Indonesia, this documentary follows individuals who strive to address climate change.",2018,88,7.3,Documentary,Almina Kacili,480
2691,408892,9,Movie,"Desperate to keep her husbandâ€™s secret, a devoted politicianâ€™s wife struggles to stave off threats that could ruin their promising new life.",2018,96,5.1,Drama,Natalia de Molina,480
2693,320785,19,Movie,Aspiring teenage astronauts reveal that a journey to Mars is closer than you think.,2017,97,6.5,Adventure,Bill Nye,370
2694,1068348,8,Movie,A substitute teacher and an obsessive student begin an illicit affair that endangers everyone involved and blurs the line between predator and prey.,2017,99,3.5,Romance,Ramsey Nouah,370
2696,362121,10,Movie,"While staying at a tropical resort, a man becomes convinced the American timeshare company running it has an evil plan to take away his loved ones.",2018,96,5.9,Horror,Luis Gerardo M√©ndez,480
2698,79707,4,Show,"Revenge, passion and dark secrets push a successful fashion designer and single mother to her limits when she meets a handsome and mysterious man.",2018,40,4.9,Romance,Juana Viale,480
2700,434883,12,Movie,A single mother in London's Camden Town hears music when she meets a handsome stranger with a past. But she's not sure she's ready to open her heart.,2018,100,5.4,Music,Michaela Coel,480
2701,93947,19,Show,"From the crocs and cops of 1960s Queensland to the blood-splattered disco floors of 1970s Melbourne, comes the hilarious and heartbreaking story of afro bearing, flare wearing DJ Monty Pryor and his brother Paul.",2018,16,7.7,Comedy,Nilbi Yasserie,480
2703,337040,22,Movie,"Iranian American comic Maz Jobrani lights up the Kennedy Center with riffs on immigrant life in the Trump era, modern parenting pitfalls and more.",2017,67,6.7,Drama,Maz Jobrani,370
2704,446574,11,Movie,"Maya, a headstrong 28-year-old with artistic ambitions â€“ a strong contrast to what her father Ed wants: a dutiful daughter to run the family store. Ed is shocked when Maya takes her assertions of independence a step further and decides to travel to Africa for inspiration and returns with a fiancÃ© who is not quite what he seems.",2018,100,5.9,Family,Amber Stevens West,480
2705,82631,12,Show,"Inspired by Khon dance drama and Thai martial arts, a fighter scarred by the past joins forces with a determined cop to battle an organized crime ring.",2018,53,7.9,Action,Phakin Khamwilaisak,480
2707,348386,9,Movie,A suicidal war veteran finds like-minded souls in a surf therapy program that helps traumatized soldiers heal while riding the waves.,2017,27,7.1,Action,Bobby Lane,370
2708,315865,9,Movie,"In this film, Laerte conjugates the body in the feminine, and scrutinizes concepts and prejudices. Not in search of an identity, but in search of un-identities. Laerte creates and sends creatures to face reality in the fictional world of comic strips as a vanguard of the self. And, on the streets, the one who becomes the fiction of a real character. Laerte, of all the bodies, and of none, complicates all binaries. In following Laerte, this documentary chooses to clothe the nudity beyond the skin we inhabit.",2017,100,7.0,Drama,Laerte Coutinho,370
2709,285329,11,Movie,"A day in the life of two best friends, a drug dealer, and a store manager collide at a hip-hop concert in the Inland Empire.",2017,80,4.7,Drama,Josh Peck,370
2710,363181,12,Movie,"An inspirational survival story of Deepika Kumari who, as a girl born on the roadside to abject poverty in rural India, went in search of food, stumbled upon archery, and within 4 years became the Number One archer in the World.",2017,39,3.9,Drama,Deepika Kumari,370
2711,325433,9,Movie,"A successful Spanish executive from a telecommunications company working in Argentina is about to face the most important week of his life, but all his plans will be sabotaged by an eccentric character who will make his week a living hellâ€¦",2017,90,5.0,Drama,Imanol Arias,370
2713,83025,13,Show,"Documentary series going behind the scenes at the Zig Zag Dance Factory in Wolverhampton, England run by coaches Warren Bullock and Jane Bullock.",2017,45,7.8,Documentary,Warren Bullock,370
2715,370430,36,Movie,A documentary about today's young adult hookup culture and the stories in pop-culture that influence it.,2017,84,6.0,Documentary,Benjamin Nolot,370
2718,436266,10,Movie,"A powerful and inspirational story of dedication, danger, fear, and the rare â€˜willâ€™ some of us have to defy all personal limitations.  Experience the fastest motorsport on earth through the eyes of five-time champion Scott Dixon and the Chip Ganassi Racing team. Filmed with an access all areas lens, â€˜Born Racerâ€™ follows the people who are passionate about the world of auto racing and asks why some individuals feel compelled to face danger and risk their lives in order to win.  Both action-packed and highly-intimate, it features an intense blend of up close and personal filming with never-before-seen spectacular, cutting-edge racing footage to explore a sport that defines the very people who inhabit it, and pushes them to the edge in their desire for success.",2018,88,6.1,Action,Dario Franchitti,480
2719,428483,26,Movie,"Norma, a typical teenager who is always online, created a joint social media account for her and her boyfriend to mark their third monthsary. She gets a rare illness called electromagnetic hypersensitivity, which means she can't be around cellphones, tablets, laptops, and Wi-Fi. To help her cope with her syndrome, Norma relocates to a remote province with no signal, forcing her to have a long-distance relationship with Leo.",2018,104,6.3,Romance,Sue Ramirez,480
2720,416341,35,Movie,"In order to conceal past corruption by the government, the Kyuryu group proceeds on a plan to destroy a street and build a casino. To stop the Kyuryu group, members of SWORD begin to move.",2017,118,7.7,Crime,Sho Aoyagi,370
2721,411257,32,Movie,"Kevin James makes his long-awaited return to stand-up in this family-friendly special, dishing on fatherhood, fans, his disdain for allergies and more.",2018,62,6.1,Family,Kevin James,480
2723,435487,22,Movie,Satria's employees intend to rob his house when he is out of the country but their robbery turns into murder when they find Suzzanna in the house as they bury her body in the backyard.,2018,125,5.5,Crime,Luna Maya,480
2724,327951,10,Movie,A couple who devastated after losing their only child resort into obsessive act that can dangerously threatening their own life.,2017,116,5.2,Drama,Luna Maya,370
2725,417111,25,Movie,"The film tells the life of Maria Fe, a young woman who faces singleness after six years of relationship. Along with her two soul friends, played by Karina JordÃ¡n and Jely ReÃ¡tegui, the girl must learn to be single again. On the way, you will run into old loves, new adventures and lots of fun.",2018,104,6.1,Drama,Gisela Ponce de Le√≥n,480
2726,81886,25,Show,"The wife of a legendary rapper launches her own career, which puts his life into a tailspin.",2018,23,4.8,Drama,Joseph Simmons,480
2727,425748,8,Movie,A Zimbabwean single mother's life is turned upside down when her son enters her into a reality TV cooking competition.,2017,116,6.1,Drama,Tendaiishe Chitima,370
2728,430057,16,Movie,"""They never fail."" The Glock pistol has been fetishised in films and the arts, and is a regular topseller in the international arms market. For the first time, the filmmaking duo Fritz Ofner and Eva Hausberger tell the story of the rise of the Glock: An Austrian design that became the most sought-after service and murder weapon worldwide. Tracing the web of power, money, violence and politics, the film masterfully portrays the dark sides of globalisation and not least an Austrian tale of willful ignorance.",2018,90,4.8,Drama,Fritz Ofner,480
2729,353875,25,Movie,"After ending his long-term relationship, Antonio is sure that he can quickly get over Sofia. But nothing is as simple as it seems. And realizing the impossibility of controlling his own feelings, he begins to boycott them, using all sorts of contemporary palliative measures to free himself from the memories of his ex: cognitive psychoanalysis, prescription drugs, Tinder, among others. Ergo, Antonio will go through several tragicomic situations.",2017,90,6.2,Romance,Johnny Massaro,370
2730,313472,16,Movie,"Cetarti is drowning in nothingness. With no job or purpose, he spends his days inside watching documentaries on television, until one day he is informed that his mother and brother were gunned down. He travels from Buenos Aires to Lapachito, a decrepit town in the province of Chaco in northern Argentina to deal with their bodies and to get the life insurance money. There he meets Duarte, a sort of boss in the town and a friend of his mother's murderer who also kidnaps people for money. Cetarti's path will lead him to committing illegal acts to get his hands on the insurance money and to his involvement in Duarte's dark dealings, leading to an absurd and unexpected outcome.",2017,112,6.5,Drama,Leonardo Sbaraglia,370
2732,77219,14,Show,"This drama takes place in fictional entertainment company where a producer who has produced many famous idols suddenly has an existential crisis and disappears. Years later he appears and starts to put together a co-ed idol group, which is when the story begins.",2017,40,6.7,Drama,Kim Min-kyo,370
2733,444043,16,Movie,"Krista is starting this New Year with a new business and a resolution to be more selective with who she dates. When Krista meets Ryan Rourke, an entertainment lawyer from LA, the two really hit it off. Ryan is in her hometown to sign a local rancher turned viral signing sensation as his new client. Now with Krista also in Rust Creek, maybe there is more of a reason to stick around. Both are holding onto things from their past and are forced to make some decisions if they truly want to be together.",2018,84,5.0,History,Bradley Hamilton,480
2735,317274,26,Movie,Gab de la Cuesta is a high-strung career woman who got recently engaged to her longtime boyfriend. Her well-planned life suddenly becomes complicated when she discovers that she is actually married to a total stranger.,2017,119,7.2,Drama,Kathryn Bernardo,370
2736,80445,30,Show,"Impending parenthood does funny things to Natasha Leggero and Moshe Kasher, who dissect family, relationships and more in a trio of stand-up specials.",2018,31,6.8,Comedy,Natasha Leggero,480
2740,369433,4,Movie,"â€˜Aweâ€™ charts the journey of a motley of characters that have nothing to do with each other but are yet connected by a single, fragile string. Who are these people and what about their lives connect them to each other is what the film is all about.",2018,115,7.8,Adventure,Nithya Menen,480
2744,75320,19,Show,A 28-year-old layabout begins to re-examine his life when his dysfunctional family assembles to pay respects to a dying grandmother who wonâ€™t pass on.,2017,89,7.9,Drama,Crowd Lu,370
2745,351171,15,Movie,"Days before Eid, a salesman fired from his job drives to meet his girlfriend's family, but the trip goes astray due to his zany travel buddy.",2017,115,6.1,Family,Oƒüuzhan Ko√ß,370
2747,336227,17,Movie,"Set in a chic and middle class Johannesburg, a jaded academic and his journalist wife have their lives turned upside down when a celebrated and hedonistic older writer unexpectedly moves into their home.",2017,115,5.8,Family,Kagiso Lediga,370
2748,57913,21,Show,Two gutsy food delivery workers strive to overcome their socioeconomic disadvantages to achieve big goals -- and bump into love along the way.,2017,55,7.4,Romance,Go Kyung-pyo,370
2749,285712,30,Movie,"Incisive comic Jen Kirkman gets real about women's bodies, the value of alone time and an Italian private tour guide who may have been a ghost.",2017,69,6.7,Horror,Jen Kirkman,370
2750,415245,24,Movie,"In the outskirts and back-alleys of Kuala Lumpur, several individuals with money problems struggle to get their lives straight, find their paths unexpectedly intersecting - with fatal results.",2018,80,6.6,Drama,Zahiril Adzim,480
2751,322200,10,Movie,Juan LÃ³pez must balance an office job with heroic feats to save the love of his life and native planet ChitÃ³n.,2018,108,5.4,Drama,Dani Rovira,480
2753,430090,16,Movie,Former Colonel Fernandez is appointed Minister of the National Anti-Drug Agency (SENAD) and purges the special forces to fight the first of many battles against drug trafficking on the border of Paraguay and Argentina.,2018,107,5.9,Action,Luis Aguirre,480
2754,360945,6,Movie,"Soorma, a comeback story of the hockey legend Sandeep Singh is a biopic that chronicles the life and times of the famed hockey player.",2018,131,7.4,Drama,Diljit Dosanjh,480
2755,299790,29,Movie,"The irrepressible Alonzo skewers Latino stereotypes, pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy.",2017,66,6.4,Comedy,Cristela Alonzo,370
2757,361505,19,Movie,"Holiday magic has never gleamed brighter as Santaâ€™s Elves head out on an adventure to bring every boy and girl their Christmas wish while also bringing a family back together in this heartfelt Christmas movie from Gaumont. After accidentally destroying a bag of Christmas wishes from a small town on the eve of Christmas Eve, two junior elves learn that if even one wish goes unfulfilled, Christmas could be extinguished forever. For the first time in their lives, the elves Mindy and Cam venture out of the North Pole and sneak into Minnedoza to collect the lost wishes. Along the way they enlist the help of young Blake, whose family has a difficult time celebrating Christmas since his father died. With their deadline fast approaching, Mindy and Cam have only one more wish to findâ€¦but whose could it be? Itâ€™s up to Mindy and Cam to find out and save Christmas!",2017,84,3.9,Adventure,Madeline Leon,370
2758,345767,8,Movie,"Alex and Selma are a couple in love on a trip to the heart of Bosnia and Herzegovina. Suddenly, Selma feels a mysterious force is chasing them.",2017,90,4.7,Romance,Alma Terziƒá,370
2761,319512,22,Movie,"A young musician travels to Burning Man, a psychedelic festival in the middle of the Nevada desert, in an attempt to get the impetuous girl he has fallen in love with.",2017,102,5.6,Romance,Lewis Rainer,370
2762,432313,4,Movie,"The relationship between a painter and his admirer unfolds as an abstract, twist-filled hide-and-seek game against the backdrop of murder and revenge.",2018,182,8.0,Romance,Raja Goutham,480
2763,413129,21,Movie,"With this film (the second war trilogy set during the Filipino-American war in the early 1900s), the revolution marches on against the Americans after the bloody death of General Antonio Luna. The conflicted philosophies behind the heroic struggle continue and become personified in the colorful character of General Gregorio ""Goyo"" del Pilar.",2018,155,6.7,Drama,Paulo Avelino,480
2765,412515,14,Movie,"Just as ""the fluttering of the wings of a butterfly can be felt on the other side of the world"" (according to the Chinese proverb) a coffee offered in Naples can be felt in Buenos Aires and replicated in New York. In the bars of threedifferent cities ofthe world, the camera will record the ""first flutter"" of a coffee cup offered to a customer.",2017,69,5.6,Documentary,Glodier Biedma,370
2766,443283,37,Movie,Grammy-winning singer Loudon Wainwright III reflects upon his unique relationship with his father in an evening of original songs and heartfelt stories.,2018,91,7.1,Romance,Loudon Wainwright III,480
2767,420311,14,Movie,"Two girls have a chance encounter and instantly befriend. While trying to find themselves, they decide to pursue music together.",2018,115,6.4,Music,Ana Caetano,480
2768,449860,12,Movie,"The story of Alhaja Eniola Salami, a businesswoman and philanthropist with a checkered past and a promising political future. As her political ambitions see her outgrowing the underworld connections responsible for her considerable wealth, she's drawn into a power struggle that threatens everything she holds dear.",2018,169,6.1,Drama,Sola Sobowale,480
2769,77011,21,Show,A jaded rom-com screenwriter in her 30s mines four love-sick women for their stories under the guise of providing them with romantic advice.,2017,30,6.7,Romance,Fumino Kimura,370
2770,314677,18,Movie,"During the holidays, Amanda, trapped in adolescence, looks for a way to escape from the annoying family trip. While travelling, she realizes how her relationship with her family is progressively crumbling and her parents marriage is slowly falling apart. She sees it as a punishment, but does not suspect that with the imminent escalation of violence in Mexico this could be their last vacation together.",2017,94,4.6,Romance,Eileen Ya√±ez,370
2771,434179,14,Movie,Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain.,2018,116,6.4,Action,Carles Puigdemont,480
2772,415938,21,Movie,"""No One Will Ever Know"" - An anodyne environment and a perennial lack of affection, push Lucia and Braulio to turn in the fiction world; to materialize their dreams. Neither inclement reality can stop them.",2018,102,6.2,Romance,Adriana Paz,480
2773,351688,17,Movie,"In this special live event, giants of stand-up come together to commemorate the 25th anniversary of Russell Simmons's groundbreaking ""Def Comedy Jam.""",2017,81,6.6,Comedy,D.L. Hughley,370
2776,819641,5,Movie,two brothers whose lives are torn apart by the murder of their father. Match follows the different paths taken by the brothers after the death and the consequences that come from their actions.,2017,90,4.1,Crime,Diana Chao,370
2778,431760,6,Movie,"The true events of Lieutenant Commander Arman Anwar of PASKAL, an elite unit in the Royal Malaysian Navy, and his team's mission to rescue the MV Bunga Laurel, a tanker which was hijacked by Somalian Pirates in 2011.",2018,100,6.8,Action,Hairul Azreen,480
2779,461349,33,Movie,"This documentary focuses on the lives of American hunters, presented as an honest exploration of the controversies, emotions, and traditions inherent to this most primal human activity.",2018,69,7.3,Adventure,Steven Rinella,480
2782,436171,27,Movie,A young man with charisma and magnetism enters the atmosphere of tropical music as a romantic singer and undertakes a vertiginous ascent to fame.,2018,122,5.2,Music,Rodrigo Romero,480
2783,430748,9,Movie,"As Kalyan, a blind chef and Vennela, who comes visiting him at his restaurant, fall in love and start making plans for their future, Vennela goes missing. Series of unexpected and shocking events follow.",2018,130,6.9,Romance,Aadhi Pinisetty,480
2784,81632,17,Show,"Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost.",2017,84,2.3,Drama,Phoebe Lin,370
2793,357708,8,Movie,"Reunited in their hometown for their father's funeral, two self-interested brothers meet a peculiar woman who shares a huge secret about their family.",2017,102,6.1,Mystery,Ma Dong-seok,370
2800,411856,35,Movie,"Hari Kondabolu breaks down identity politics, celebrity encounters, his mango obsession and more in an unpredictable stand-up comedy special.",2018,67,6.5,Comedy,Hari Kondabolu,480
2803,57281,28,Show,"Julien's been dethroned, but loyal friends and some very unlikely allies will propel the lovable lemur on a colorful journey to take back his kingdom.",2017,23,7.5,Adventure,Danny Jacobs,370
2804,345225,7,Movie,"A real estate baron Kehri Singh manages 'Preet Real Estate' which he runs in his daughter's name whom he consider's to be his lucky mascot. A sidelined and insulted Nikki Singh is ignored by his father and is considered to be insolent, useless and unlucky. In order to pay off a huge debt to a local criminal, Nikki sets off a chilling event that forces his father to revisit his dark past and confront a brutal truth.",2017,107,6.5,Crime,Akshay Oberoi,370
2805,443537,29,Movie,"The true story of the first Marathi superstar Kashinath Ghanekar, chronicling his struggles and hardships in marriage and life to pursue his passion for acting and attain the unmatched heights of stardom in Marathi theatre and cinema.",2018,159,8.5,Drama,Subodh Bhave,480
2806,311902,29,Movie,"Fedoras, mom's underpants, and puppy love all make Jim Norton's s**t list in 'Mouthful of Shame'.",2017,61,7.0,Romance,Jim Norton,370
2807,368350,6,Movie,"While Jonaki, an 80-year-old woman, searches for love in a strange world of decaying memories, her lover, now old and grey, returns to a world she is leaving behind.",2018,96,6.8,Romance,Ratnabali Bhattacharjee,480
2808,434126,25,Movie,"An off-color joke nearly cost him everything. Brazilian comic Rafinha Bastos talks about that and much more, from his divorce to finding love again.",2018,62,6.5,Comedy,Rafinha Bastos,480
2810,87591,22,Show,"The show follows an ambitious young Arab female lawyer who got her law degree in the US and instead of joining her father's law firm back at home (UAE) she decides to go out on her own as a defense attorney, pushing the legal and cultural envelope in the process.",2017,37,5.6,Crime,Mansoor Alfeeli,370
2812,420800,16,Movie,"Just as Simone works up the courage to tell her conservative Jewish family she's a lesbian, she finds herself attracted to a male Senegalese chef.",2018,95,5.4,Family,F√©lix Moati,480
2813,80692,9,Show,"A group of men and women, each burdened with a dark secret, look for love in this dating show with a twist. Hosted by reformed playboy Atsushi Tamura.",2018,45,6.6,Romance,Mari Yaguchi,480
2816,373134,14,Movie,"A groom kissed in front of a wedding room with a bride who had met and fell in love for years. Both of them are on the same day of marriage, while others in the same building are married in different halls. Things do not go as expected, of course. The two weddings enter each other, the secrets emerge.",2018,100,5.4,Romance,≈ûahin Irmak,480
2817,348191,30,Movie,"A girl named Mika decides to go on a road trip to look for aliens. During her trip, she accidentally bumps into Caloy whom she gives a free ride to until he reaches his destination. Mika then finds out that Caloy has cancer but despite it, he has learned to accept his fate. Both embark on a journey filled with adventures and misadventures not knowing they would fall in love with each other along the way.",2017,111,7.6,Romance,Julia Barretto,370
2818,375091,23,Movie,"An American stand-up comedy special starring Marlon Wayans who jokes about racism, hip-hop, gay rights, and raising kids.",2018,68,6.5,Comedy,Marlon Wayans,480
2821,469399,13,Movie,"Despite his ambitions to make it big, Beni is still stuck in the hills, bitter and hurt, struggling to make ends meet by teaching music and singing in clubs. Jyotsna, his estranged student and now a Bollywood singer, left the hills 8 years ago. The town is abuzz with the news of Jyotsna's return to perform at a music concert. Beni has to come to terms with the pains of the past and the delusions of the present to deal with both, Jyotsna's presence in the hills and in his life.",2018,101,6.2,Music,Manav Kaul,480
2822,347060,11,Movie,Life of three men comes in trouble when their photos appear on advertisement for sterilization.,2017,128,5.5,Drama,Sunny Deol,370
2823,76646,25,Show,"Featuring the boys of Johnny's West, a gang of zany transfer students are recruited for a mysterious mission ordained by their shadowy principal.",2017,26,7.0,Action,Akito Kiriyama,370
2825,430660,9,Movie,"Ustaz Adam has to help a friend whose village is corrupted by a group of misguided religionists lead by a sinister sorcerer. To make matter worse, Adam himself is also being mysteriously haunted by evil apparitions that keeps disturbing him from time to time.",2018,104,6.3,Horror,Syamsul Yusof,480
2826,430059,14,Movie,A young couple dream of growing old together as they deal with the struggles of being in a long-term relationship.,2018,117,6.7,Romance,Kathryn Bernardo,480
2828,324753,29,Movie,"Eclectic character comedian Marco Luque plays himself in this stand-up special about relationships, regional differences and his own love of movies.",2017,73,4.4,Drama,Marco Luque,370
2829,314138,35,Movie,YouTube sensation Felipe Neto brings the stories from his autobiographical book 'NÃ£o Faz Sentido!' to the stage in this comedy special.,2017,90,4.4,Comedy,Felipe Neto,370
2831,244473,15,Movie,"Imprisoned on an unfair charge of fraud, a mild-mannered Jordanian contractor discovers that prison has its own rhythms, rules, and economies â€” and he soon begins to carve out a position for himself in this place where fraud isnâ€™t a crime so much as a way of life.",2017,83,6.6,Drama,Ahmad Thaher,370
2832,84985,8,Show,A boy and his homemade robot enter the toughest competition in the universe while attempting to free their oppressed home from an evil empire.,2018,22,6.6,Horror,Taylor Clarke-Hill,480
2834,464947,11,Movie,"Chief Daddy tells the story of billionaire industrialist Chief Beecroft, a flamboyant benefactor to a large extended family of relatives, household staff and assorted mistresses. Chief lives large, like thereâ€™s no tomorrow, until the day he dies suddenly and the â€˜bullion vanâ€™ stops. Whatâ€™s in his will and who gets all that money? What happens next will surprise you, as Chief Daddy has the last laugh from beyond the grave.",2018,98,4.7,Family,Aiyeola Bisola,480
2836,439678,12,Movie,"A love story between a young lawyer called Emma and a Noah, a rock star.",2018,93,4.7,Romance,Franco Masini,480
2837,446558,14,Movie,A meatball seller gets into trouble so flees Istanbul to find a new life on a beautiful island.,2018,105,6.2,Drama,Ata Demirer,480
2838,366383,8,Movie,"Zeliha is back: Crazy and candid as ever, and she still gets herself into all sorts of trouble. Seeking love in the first film, Zeliha is now after a career in the sequel, as she dreams of becoming a cook and starts working in a luxury restaurant. Will Zeliha's dreams finally come true, or will the real world break her heart and leave her in disappointment? With heartwarming characters and an entertaining story by Gupse Ã–zay, writer of the films Deliha and GÃ¶rÃ¼mce, Deliha 2 will once again leave audiences in laughter. The film also marks Ã–zay's directorial debut.",2018,106,4.7,Drama,Gupse √ñzay,480
2839,414340,6,Movie,"A self-loathing, failed Eastside novelist living in the â€˜hipsterâ€™ neighborhood of Echo Park in Los Angeles is shocked to find himself falling in love with everything he hates, including a simple All-American blonde girl from the Westside.",2018,91,5.6,Romance,Michael Bacall,480
2840,197806,18,Movie,An aspiring Indian tech entrepreneur in the Silicon Valley finds himself unexpectedly battling the bizarre American immigration system to keep his dream alive or prepare to return home forever.,2017,105,6.8,Family,Ali Fazal,370
2841,361161,33,Movie,"Oh takes it upon himself to introduce Christmas joy to his fellow Boovs. Unfortunately, his well-meaning mission nearly destroys the city.",2017,45,4.9,Action,Rachel Crow,370
2842,86302,25,Show,"When a former shop owner grows bored of retirement, he buys a fish pond and manages the new hijinks in his life with a staff of quirky employees.",2018,30,7.8,Drama,Liant,480
2843,431169,36,Movie,"The first and only Taiwanese player for the New York Yankees, Chien-Ming Wang held many titles: American League Wins Leader, World Series Champion, Olympian, Time 100 Most Influential, and The Pride of Taiwan. He had it all - until a 2008 injury forever altered the course of his career. Late Life: The Chien-Ming Wang Story - named after the late sinking action on his signature pitch - follows the rise and fall of the international icon as he fights his way back into the Major Leagues through endless rehab programs and lengthy stints away from home, carrying the weight of the world on his battered shoulder. A poignant and intimate account of Wangâ€™s steadfast quest, Late Life tells the story of a man who is unwilling to give up and unable to let go.",2018,97,7.2,Drama,Chien-ming Wang,480
2844,344562,6,Movie,"Despite living in a doomed country that hangs by a thread, Joud, a handsome sound engineer meets and falls in love with strong and free-spirited Rana. The young lovers, from completely different social and religious backgrounds, are drawn closer to each other, but a drastic turn of events gets between them and Rana suddenly slips away. As her parents forbid Joud from seeing her, the young man determined to see her again, finds new means of communicating with her by convincing Marwa, her sister, to download his voice messages and secretly play them to Rana",2017,109,6.6,Romance,Hadi Bou Ayash,370
2845,363878,7,Movie,An Indian Army officer is compelled to chase down his protege when the latter turns rogue and threatens to disrupt the countryâ€™s government and army.,2018,157,5.2,Action,Sidharth Malhotra,480
2847,426238,6,Movie,"In the 1940s, Malays were world-renowned for their seafaring skills. Being of Bugis descent, they navigated the sea with natural ease and were often the favored seamen for international shipping lines. Othman, a fisherman from a small village in Malacca, leaves his family behind to sail the world, with hopes to return home one day with worldly riches and deserved pride. After decades at sea, however, his low wages as a deckhand leaves him disillusioned. He contemplates returning home to his family but ended up settling down in Liverpool, England. 60 years later, his grandson, Ahmad, journeys halfway across the world in search of his grandfather.",2018,120,6.7,Family,Remy Ishak,480
2848,74805,32,Show,"In this unscripted series starring comedy legend Carol Burnett, kids dish out advice to celebrities and everyday people in front of a live audience.",2018,34,6.3,Comedy,Carol Burnett,480
2849,518107,9,Movie,"Alter Ego tells the story of Ada Igwe ""played by Omotola Jalade-Ekeinde"" who is bent on bringing child molesters and sexual offenders to justice. But she has her own demons, an insatiable desire for sexual escapades.",2017,111,5.7,Drama,Omotola Jalade-Ekeinde,370
2851,323602,20,Movie,A comedian's relationship with his family crumbles when his career begins to take off.,2017,92,5.8,Romance,Tahar Rahim,370
2852,438250,8,Movie,Former Club de Cuervos player Potro returns home to Argentina to crash the wedding of his famous soccer-star brother and confront his estranged family.,2018,50,6.2,Family,Joaqu√≠n Ferreira,480
2853,351181,20,Movie,"Selim a young doctor in search of the 100th patient to finish his thesis comes across a beautiful young girl, Aysel who has tried to commit a suicide. As a possible cure, dance become their main focus and by coincidence they find themselves attending competitions under the guidance of SengÃ¼l Dance School. During the preparations of the competition, they get to know each other more and are faced with choosing between two options: love or success..",2017,111,5.7,Romance,Binnur Kaya,370
2854,374395,15,Movie,"A woman is murdered and her neighbour is picked up as a suspect. Meanwhile, a journalist believes he can use this murder to lure an elusive gangster, with help from the guyâ€™s former accomplice.",2018,161,6.0,Crime,Guru Somasundaram,480
2855,360763,16,Movie,"When he became a lecturer in Eidenburgh, Fahri met Hulya, Keira, and Sabrina. The three try to make Fahri forget Aisha to continue his life.",2017,125,5.9,Drama,Fedi Nuril,370
2856,423802,29,Movie,Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.,2018,66,7.5,Drama,John Soto,480
2857,442805,17,Movie,The sequel to Yol Arkadasim from 2017. Onur and Seref have become both housemates and colleagues within a year. Seref is not successful in managing the song career of Onur.,2018,116,5.8,Music,ƒ∞brahim B√ºy√ºkak,480
2860,430666,15,Movie,"Kak Limah is discovered dead by villager. Since then, her ghost has been spotted around Kampung Pisang, making the villagers feel restless. Enter Encik Solihin, who tries to help by shooing her ghost away from the village. Husin, Encik Solihin and other villagers trying to overcome this problem. However, the tragedy behind Kak Limah's death has yet to be unveiled.",2018,111,5.6,Drama,Awie,480
2861,431214,11,Movie,"Eager to rejoin her divorced parents, an inventor's daughter drives his time-traveling car back to 1982. But a secret crush accidentally follows.",2017,105,6.0,Romance,Jassim Al-Nabhan,370
2862,369315,7,Movie,"Taxi driver Phanishwar is living with a mysterious girl, Nanaam, who he keeps in chains. When a medical student, Rami, a victim of revenge porn leaked online by an ex-boyfriend, seeks refuge in Goa, she stumbles into the strange but placid lives of Phanishwar and Nanaam.",2018,105,3.4,Mystery,Tanmay Dhanania,480
2863,408781,16,Movie,Teefa goes to Poland to get Anya to Pakistan to marry Butt gangster's son but lands up in trouble with Anya's gangster father and the Polish police.,2018,155,7.3,Crime,Ali Zafar,480
2864,361633,14,Movie,"A divorced couple who decide to share equal space in their ex-matrimonial home soon realize that the ingenious idea is easier said than done. Bent on flexing their egos and scoring points, the two implore various hilarious tactics that soon inflames emotions and turns an already complicated situation into a roller coaster ride.",2017,104,4.1,Comedy,OC Ukeje,370
2867,349418,24,Movie,A disillusioned London chef visits Nigeria and struggles with her matchmaking mother and restoring the family's rundown hotel. She's heartbroken when she discovers the man she loves is buying it.,2018,90,5.5,Family,Zainab Balogun,480
2868,85250,22,Show,"Now the Blue Sky King, Darel must lead a rescue mission to save a Dream Walker -- leaving the village under the protection of the Kulipari youth.",2018,19,7.7,Action,Charlie Adler,480
2869,153164,17,Movie,"Kathir, a music director, starts seeing Meera, who teaches music. He starts receiving compromising videos of Meera, and desperately tries to find out the person wrecking their lives, but will it be too late?",2017,140,6.6,Music,Vijay Sethupathi,370
2870,56251,4,Show,"I-Machines are the general term for robots that operate in extreme environments. While Alliance Academy student Maya Mikuri is in the middle of operating an I-Machine, she gets involved in an incident with pirates, and ends up serving as a crew member on an excavation company's spaceship.",2017,24,6.2,Sci-Fi,Kayama Koya,370
2871,346398,25,Movie,"Small-town import Ryan Hamilton charms New York with folksy comic observations on big-city life, hot-air ballooning and going to Disney World alone.",2017,56,7.3,Drama,Ryan Hamilton,370
2872,305227,21,Movie,His limitless imagination and effortless transformations add up to a night of unpredictable character-driven comedy.,2017,77,5.4,Drama,Daniel Sosa,370
